iter	Logloss
0	0.6094534889
1	0.532226043
2	0.4602831471
3	0.4227265187
4	0.3684930449
5	0.3303563745
6	0.296813349
7	0.266887817
8	0.2422087479
9	0.222449832
10	0.2012017644
11	0.1813687692
12	0.1650071498
13	0.1538587545
14	0.1401330723
15	0.1273470484
16	0.1172391255
17	0.1100933952
18	0.104560295
19	0.09697277967
20	0.0914092213
21	0.08526937443
22	0.08067329489
23	0.07662473157
24	0.07236111505
25	0.06952558831
26	0.06650672927
27	0.06428883027
28	0.06231818353
29	0.06044407621
30	0.05833712907
31	0.05709594169
32	0.05558877264
33	0.0535861512
34	0.0520921196
35	0.05080313754
36	0.0494200025
37	0.04841118592
38	0.04745261273
39	0.04655674974
40	0.04562663711
41	0.04495758104
42	0.04434850077
43	0.04365483946
44	0.04264970688
45	0.04194350519
46	0.04141390576
47	0.04063129325
48	0.04003914356
49	0.03922349019
50	0.03855511453
51	0.03793330583
52	0.03732699272
53	0.03649440299
54	0.03583466199
55	0.03498090972
56	0.03445294592
57	0.03397489172
58	0.03326363632
59	0.03277705798
60	0.03232289609
61	0.03205372333
62	0.03191839139
63	0.03136779856
64	0.03101379613
65	0.03054292594
66	0.03030487615
67	0.02994754996
68	0.02966596098
69	0.02932517308
70	0.02912736792
71	0.02889336464
72	0.0286106506
73	0.02837615553
74	0.02807964495
75	0.02760549614
76	0.0274275625
77	0.02701241638
78	0.02680014828
79	0.02669973608
80	0.02633608149
81	0.02620900024
82	0.02577830933
83	0.02565797714
84	0.02544320005
85	0.02525543309
86	0.02498775868
87	0.02473734269
88	0.02456714618
89	0.02441027743
90	0.0242848004
91	0.0240561891
92	0.02384470627
93	0.02361688818
94	0.02339857857
95	0.02330990072
96	0.02325342041
97	0.02316424895
98	0.02279388734
99	0.02263987527
100	0.02248789066
101	0.02236959169
102	0.02221100668
103	0.02216398365
104	0.02208179821
105	0.02194997082
106	0.02188481115
107	0.02177592214
108	0.02162432519
109	0.02148740019
110	0.02138962312
111	0.02133961754
112	0.02125849442
113	0.02091103066
114	0.02074773014
115	0.02065980426
116	0.02060169052
117	0.02044618675
118	0.02035299225
119	0.02017814097
120	0.0200509314
121	0.019939405
122	0.01980754694
123	0.01966139973
124	0.01950887715
125	0.0193377604
126	0.01923625381
127	0.01917853283
128	0.01900368349
129	0.01895165884
130	0.01889637601
131	0.01870626243
132	0.01860432081
133	0.01849517884
134	0.01839939982
135	0.01833797015
136	0.01825086582
137	0.01820489237
138	0.01815969374
139	0.01808151266
140	0.01793963848
141	0.01782266883
142	0.01765468662
143	0.0176191166
144	0.01756430416
145	0.0174786886
146	0.01744214945
147	0.01736191497
148	0.01727953692
149	0.01713775581
150	0.01703477943
151	0.01696856286
152	0.01691587565
153	0.0168787528
154	0.01682390371
155	0.01673887678
156	0.01669156624
157	0.01665637712
158	0.01661408881
159	0.01636350665
160	0.01626695469
161	0.01624085504
162	0.01619447628
163	0.01611588501
164	0.01611176483
165	0.01607217557
166	0.01603703919
167	0.01598552043
168	0.01592349289
169	0.01585350097
170	0.01580625335
171	0.01576172184
172	0.01570942534
173	0.01563178724
174	0.01551365751
175	0.01545757293
176	0.01536177576
177	0.01527894239
178	0.01519383057
179	0.01514739888
180	0.01504205238
181	0.01496050606
182	0.01489067387
183	0.01486539749
184	0.01484905119
185	0.01472001993
186	0.01467394502
187	0.01464906962
188	0.01463998876
189	0.01458221307
190	0.01455253759
191	0.01452977528
192	0.01450933237
193	0.01446505794
194	0.01438396431
195	0.01435174938
196	0.01431164601
197	0.01430669673
198	0.01425379422
199	0.01418421324
200	0.01413755065
201	0.01401476511
202	0.0139767076
203	0.01388600393
204	0.01383051471
205	0.01377458601
206	0.01374519368
207	0.01369527289
208	0.01357715658
209	0.01354399786
210	0.01349907929
211	0.01346123739
212	0.01344284909
213	0.01341392033
214	0.01338110366
215	0.01336236242
216	0.01328041792
217	0.013120479
218	0.01306366363
219	0.01299227845
220	0.01286885366
221	0.012861344
222	0.01283491247
223	0.01281540716
224	0.01279654642
225	0.01271702428
226	0.01264868886
227	0.0125855447
228	0.01253984232
229	0.01250133771
230	0.01248400337
231	0.01244970764
232	0.0124056343
233	0.01233738163
234	0.01232246954
235	0.01228113157
236	0.01224464197
237	0.01221732586
238	0.01221732586
239	0.01221112179
240	0.0122111432
241	0.01215512614
242	0.01210288692
243	0.01209429962
244	0.01205876226
245	0.01201946694
246	0.01198542013
247	0.01195864154
248	0.01185992401
249	0.01180707864
250	0.01177908893
251	0.01173958336
252	0.01171429098
253	0.01169687577
254	0.01165781496
255	0.01161990798
256	0.01159183082
257	0.0115668571
258	0.01153587271
259	0.01150048517
260	0.01147945645
261	0.01143437765
262	0.01139113123
263	0.0113393948
264	0.01130788973
265	0.01127541524
266	0.01117408773
267	0.01114162192
268	0.01110929217
269	0.01109503379
270	0.01107619296
271	0.01100113775
272	0.01098486696
273	0.01095067051
274	0.0109149943
275	0.01087647301
276	0.01080689112
277	0.01078411203
278	0.01075037499
279	0.01072422338
280	0.01066699656
281	0.01062541462
282	0.01060580617
283	0.01058733889
284	0.01055659096
285	0.01053106578
286	0.01047485764
287	0.01041804408
288	0.01040204111
289	0.01037328314
290	0.01037001641
291	0.01033079883
292	0.01031359622
293	0.01029627974
294	0.01026214809
295	0.01023157992
296	0.01017414532
297	0.01015000836
298	0.01014996512
299	0.0100757412
300	0.01005593351
301	0.010034033
302	0.009984912392
303	0.009945219681
304	0.009892480056
305	0.009875319517
306	0.009851066843
307	0.009818178721
308	0.009770723912
309	0.009752327844
310	0.009722590035
311	0.009698000898
312	0.009677866059
313	0.009638874459
314	0.009619426655
315	0.009576631266
316	0.009556275617
317	0.00951598944
318	0.009487742016
319	0.009452620748
320	0.009433309214
321	0.009408719738
322	0.009392490728
323	0.009383213761
324	0.009351436155
325	0.009326106006
326	0.009292979996
327	0.009269678887
328	0.009250869119
329	0.00922420614
330	0.009208791957
331	0.009180625481
332	0.009133527962
333	0.00911434496
334	0.009101715525
335	0.009079855784
336	0.009059175704
337	0.009045138034
338	0.00903505248
339	0.009004725757
340	0.008987151247
341	0.008975041979
342	0.008960427066
343	0.008946424736
344	0.008924695196
345	0.008903938031
346	0.008888849344
347	0.008866403794
348	0.008839292519
349	0.008839281351
350	0.008827102868
351	0.008816622683
352	0.008816622683
353	0.008803550064
354	0.008764274611
355	0.008751191508
356	0.008742944662
357	0.008716994933
358	0.00869237921
359	0.008649350492
360	0.008630820704
361	0.008613554882
362	0.008613535142
363	0.008582361772
364	0.008572780677
365	0.008560811477
366	0.008543747081
367	0.008516393221
368	0.008505635632
369	0.008488576253
370	0.008474855266
371	0.008466032494
372	0.008445094487
373	0.008427101233
374	0.008410978385
375	0.008384096433
376	0.008374129501
377	0.008360822431
378	0.008325415898
379	0.008309976838
380	0.008293534352
381	0.008259342607
382	0.008242262039
383	0.008220035466
384	0.008196815113
385	0.008178861109
386	0.008151744205
387	0.008141597166
388	0.008120984908
389	0.008109922362
390	0.00808409652
391	0.008064132923
392	0.008064137466
393	0.008031667444
394	0.008021001531
395	0.007997080453
396	0.007997056982
397	0.007987399178
398	0.00796517643
399	0.007933201159
400	0.007933197346
401	0.007913089269
402	0.007897501412
403	0.007888651824
404	0.007852538908
405	0.007843683174
406	0.007821946804
407	0.007805468052
408	0.007787003705
409	0.007786980477
410	0.007764059308
411	0.007746536392
412	0.007737095748
413	0.007728515257
414	0.007719921395
415	0.007703225477
416	0.007683705172
417	0.007661942109
418	0.007653485376
419	0.007639046082
420	0.007594074598
421	0.007579015158
422	0.007549650104
423	0.007540335251
424	0.007531061299
425	0.007519623946
426	0.007478462301
427	0.007471491963
428	0.007457042047
429	0.00745008029
430	0.00743404561
431	0.00743404561
432	0.007427406536
433	0.007412814877
434	0.007399243813
435	0.007372900583
436	0.007372903585
437	0.007366372154
438	0.007360882381
439	0.007343450064
440	0.007333422208
441	0.007333424344
442	0.007320624483
443	0.007313236054
444	0.007288715869
445	0.007288695886
446	0.007263182892
447	0.007257019929
448	0.007237785981
449	0.007225670153
450	0.007219777939
451	0.007192548107
452	0.007192516956
453	0.007181493368
454	0.007164300436
455	0.007158070644
456	0.007115276899
457	0.007103100071
458	0.007068931211
459	0.00705727969
460	0.007046122773
461	0.007023254419
462	0.007013927861
463	0.007013928834
464	0.007005140447
465	0.007005124276
466	0.006997113042
467	0.006991724401
468	0.006991724671
469	0.006981764943
470	0.006981732332
471	0.006981694307
472	0.006981694307
473	0.006981694307
474	0.006981694307
475	0.006981694307
476	0.006981678542
477	0.006981678542
478	0.006981678542
479	0.006981654097
480	0.006981642362
481	0.006981642362
482	0.006981642362
483	0.006981642064
484	0.006981642064
485	0.006981615808
486	0.006981585035
487	0.006981585035
488	0.006981585035
489	0.006981574516
490	0.006981571677
491	0.006981571677
492	0.006981571677
493	0.006981571677
494	0.006981559734
495	0.006981559734
496	0.006981554813
497	0.006981542158
498	0.006981552731
499	0.006981541617
500	0.00698150184
501	0.006981498
502	0.006981473447
503	0.006981476692
504	0.006981446325
